"latinName";"kiswahiliName";"fishingGround";"date";"lunarCycle";"month";"season";"metier";"wpue";"reef";"depth.int.std";"seagrass.int.std";"temperature.std";"X.utm";"Y.utm"
"1388";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-11-03";1;11;"NEMS";21;0.845;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1389";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-11-03";1;11;"NEMS";21;0.0191111111111111;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1390";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-11-03";1;11;"NEMS";21;0.0224444444444444;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1395";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-11-03";1;11;"NEMS";21;0.0722222222222222;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1396";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-11-03";1;11;"NEMS";21;0.0366666666666667;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1397";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-11-03";1;11;"NEMS";21;0.0182222222222222;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1400";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-11-04";1;11;"NEMS";21;0.017;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1401";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-11-04";1;11;"NEMS";21;0.0972222222222222;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1403";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-11-04";1;11;"NEMS";21;2.96566666666667;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1404";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-11-12";2;11;"NEMS";21;5.45008333333333;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1407";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-11-12";2;11;"NEMS";21;0.593583333333333;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1410";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-11-13";2;11;"NEMS";31;1.4465;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1413";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-11-13";2;11;"NEMS";31;0.338;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1420";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-11-20";4;11;"NEMS";21;0.0144444444444444;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1422";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-11-20";4;11;"NEMS";21;0.192777777777778;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1425";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-11-20";4;11;"NEMS";21;0.014;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1428";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-11-20";4;11;"NEMS";21;0.366777777777778;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1432";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-11-22";3;11;"NEMS";21;0.0492142857142857;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1433";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-11-22";3;11;"NEMS";21;0.160785714285714;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1436";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-11-22";3;11;"NEMS";21;0.00542857142857143;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1437";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-11-22";3;11;"NEMS";21;0.188428571428571;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1439";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-11-27";3;11;"NEMS";31;0.854;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1445";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-11-24";3;11;"NEMS";62;2.2435;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1460";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-10-02";1;10;"SEMS";21;0.012;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1461";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-10-02";1;10;"SEMS";21;0.019;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1464";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-10-02";1;10;"SEMS";21;0.05;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1465";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-10-02";1;10;"SEMS";21;0.25;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1470";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-10-08";2;10;"SEMS";21;0.0215384615384615;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1472";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-10-08";2;10;"SEMS";21;0.0296923076923077;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1476";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-10-08";2;10;"SEMS";21;0.00476923076923077;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1477";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-10-08";2;10;"SEMS";21;0.327384615384615;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1481";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-10-18";4;10;"SEMS";21;0.00830769230769231;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1482";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-10-18";4;10;"SEMS";21;0.0201538461538462;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1485";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-10-18";4;10;"SEMS";21;9.45638461538462;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1487";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-10-26";3;10;"SEMS";31;9.201;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1492";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-10-30";3;10;"SEMS";62;1.1005;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1500";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-09-09";2;9;"SEMS";21;0.1045;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1501";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-09-09";2;9;"SEMS";21;0.1496;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1508";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-09-09";2;9;"SEMS";21;0.7128;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1509";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-09-09";2;9;"SEMS";21;0.0285714285714286;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1512";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-09-09";2;9;"SEMS";21;0.0114285714285714;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1515";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-09-14";2;9;"SEMS";31;0.152;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1516";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-09-14";2;9;"SEMS";31;1.582;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1517";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-09-15";2;9;"SEMS";11;1.80375;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1522";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-09-24";3;9;"SEMS";31;0.122;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1525";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-09-24";3;9;"SEMS";31;5.478;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1529";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-09-24";3;9;"SEMS";21;0.39;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1530";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-09-24";3;9;"SEMS";21;0.592875;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1534";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-09-24";3;9;"SEMS";21;0.00525;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1535";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-09-24";3;9;"SEMS";21;0.031375;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1537";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-09-24";3;9;"SEMS";21;1.4675;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1542";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-09-27";3;9;"SEMS";21;0.121555555555556;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1545";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-09-27";3;9;"SEMS";21;0.0266666666666667;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1547";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-09-28";3;9;"SEMS";31;0.112;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1549";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-09-28";3;9;"SEMS";31;0.173;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1551";"Lutjanus fulviflamma";"Changu ginge kawaida";"Gongoro";"2014-09-28";3;9;"SEMS";21;0.0525714285714286;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1552";"Lethrinus mahsena";"Changu tuku";"Gongoro";"2014-09-28";3;9;"SEMS";21;0.0982857142857143;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1555";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-09-28";3;9;"SEMS";21;0.486285714285714;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1556";"Siganus sutor";"Tasi uzi";"Gongoro";"2014-09-17";4;9;"SEMS";62;1.5;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1559";"Lethrinus lentjan ";"Changu njana";"Gongoro";"2014-09-10";2;9;"SEMS";83;0.03;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1569";"Scarus ghobban";"Pono kawaida";"Gongoro";"2014-09-22";4;9;"SEMS";91;0.0214285714285714;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1580";"Leptoscarus vaigiensis";"Pono bodwe";"Gongoro";"2014-09-22";4;9;"SEMS";71;0.01;0;0.0117718874600433;0.103524220357583;-0.884685164591404;554098.213819886;9325031.27817345
"1590";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-04-06";3;4;"SEMS";24;0.84;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1595";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-04-21";2;4;"SEMS";7;0.46;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1597";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-04-21";2;4;"SEMS";7;0.16;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1598";"Lethrinus mahsena";"Changu tuku";"Haibari";"2014-04-21";2;4;"SEMS";7;0.04;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1609";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-12-03";1;12;"NEMS";19;1.4;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1611";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-12-03";1;12;"NEMS";19;0.5;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1612";"Siganus sutor";"Tasi uzi";"Haibari";"2014-12-03";1;12;"NEMS";19;0.15;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1615";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-12-04";1;12;"NEMS";19;0.08;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1620";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-12-04";1;12;"NEMS";19;0.5;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1623";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-12-04";1;12;"NEMS";19;1.45;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1629";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-12-16";4;12;"NEMS";19;0.235;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1632";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-12-16";4;12;"NEMS";19;0.89;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1635";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-12-22";3;12;"NEMS";19;0.05;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1636";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-12-22";3;12;"NEMS";19;0.03;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1640";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-12-22";3;12;"NEMS";19;0.22;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1642";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-12-22";3;12;"NEMS";19;0.04;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1643";"Siganus sutor";"Tasi uzi";"Haibari";"2014-12-22";3;12;"NEMS";19;1.245;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1645";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-02-02";3;2;"NEMS";19;0.021;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1647";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-02-02";3;2;"NEMS";19;2.184;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1649";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-02-02";3;2;"NEMS";19;0.259;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1650";"Siganus sutor";"Tasi uzi";"Haibari";"2014-02-02";3;2;"NEMS";19;0.487;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1654";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-01-21";2;1;"NEMS";7;0.14;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1655";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-01-21";2;1;"NEMS";7;0.15;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1662";"Siganus sutor";"Tasi uzi";"Haibari";"2014-01-21";2;1;"NEMS";7;0.264;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1664";"Lethrinus mahsena";"Changu tuku";"Haibari";"2014-03-17";2;3;"NEMS";19;0.156;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1665";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-03-17";2;3;"NEMS";19;2.555;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1666";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-03-17";2;3;"NEMS";19;0.078;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1668";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-03-25";4;3;"NEMS";21;0.375833333333333;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1669";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-03-25";4;3;"NEMS";21;0.0683333333333333;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1671";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-03-25";4;3;"NEMS";21;0.011;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1672";"Siganus sutor";"Tasi uzi";"Haibari";"2014-03-25";4;3;"NEMS";21;3.36433333333333;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1676";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-05-04";3;5;"SEMS";7;3.939;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1681";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-05-05";1;5;"SEMS";19;0.118;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1683";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-05-05";1;5;"SEMS";19;0.246;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1684";"Siganus sutor";"Tasi uzi";"Haibari";"2014-05-05";1;5;"SEMS";19;1.42;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1688";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-05-13";1;5;"SEMS";7;0.114;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1695";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-05-13";1;5;"SEMS";19;0.123;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1698";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-05-13";1;5;"SEMS";19;0.618;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1702";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-05-13";1;5;"SEMS";19;0.174;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1703";"Siganus sutor";"Tasi uzi";"Haibari";"2014-05-13";1;5;"SEMS";19;0.789;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1705";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-05-20";2;5;"SEMS";24;0.6255;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1707";"Lethrinus mahsena";"Changu tuku";"Haibari";"2014-05-20";2;5;"SEMS";24;0.042;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1711";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-05-26";4;5;"SEMS";19;0.126;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1712";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-05-26";4;5;"SEMS";19;0.638;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1713";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-05-26";4;5;"SEMS";19;0.182;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1715";"Siganus sutor";"Tasi uzi";"Haibari";"2014-05-26";4;5;"SEMS";19;1.332;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1718";"Lutjanus fulviflamma";"Changu ginge kawaida";"Haibari";"2014-11-04";1;11;"NEMS";22;0.1001;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1719";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-11-04";1;11;"NEMS";22;0.0534;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1722";"Lethrinus mahsena";"Changu tuku";"Haibari";"2014-11-04";1;11;"NEMS";22;0.0055;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1726";"Leptoscarus vaigiensis";"Pono bodwe";"Haibari";"2014-11-04";1;11;"NEMS";22;0.0217;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1728";"Scarus ghobban";"Pono kawaida";"Haibari";"2014-11-04";1;11;"NEMS";22;0.1925;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1729";"Siganus sutor";"Tasi uzi";"Haibari";"2014-11-04";1;11;"NEMS";22;1.1432;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
"1736";"Lethrinus lentjan ";"Changu njana";"Haibari";"2014-10-18";4;10;"SEMS";21;0.104;0;-0.855456435534882;-0.421924040682702;0.725126893544219;551196.000000004;9320435
